Text,ASR Text,Matched Text,VAC_WER,ASR_WER,Duration,Path
Այդպես նրանք գնում էին ուս ուսի տված։,Այդպես նրանք գնում էին ու սուսի տված։,Այդպես նրանք գնում էին ուս ուսի տված։,0.0,0.286,3.708,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108449.wav
Ապրում է կաղնու և բոխու անտառներում՝ ժայռաճեղքերում։,Ապրում է կաղնու և բոխու անտառներում ժայռաճեղքերում։,Ապրում է կաղնու և բոխու անտառներում՝ ժայռաճեղքերում։,0.0,0.286,5.796,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108450.wav
"Թեյոնը սկսել է միանձնյա կարիերա, երգելով մի քանի սաունդթրեկներ։",Թեյոն սկսել է միանձնյա կարիերը՝ երգելով մի քանի սանուդրեներ։,"Թեյոնը սկսել է միանձնյա կարիերա, երգելով մի քանի սաունդթրեկներ։",0.0,0.333,7.308,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108451.wav
Եկեղեցին տիտղոսակիր է։,Եկեղեցին տիտղոսակիր է։,Եկեղեցին տիտղոսակիր է։,0.0,0.0,2.88,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108452.wav
Ֆիլմը ավարտվում է այդպես էլ չլուսաբանելով իրական եղելության մասին։,Ֆիլմը ավարտվում է այդպես էլ չլուսաբանելով իրական եղելության մասին։,Ֆիլմը ավարտվում է այդպես էլ չլուսաբանելով իրական եղելության մասին։,0.0,0.0,6.084,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108468.wav
Գեստացիոն գերճնշումը հղիության ընթացքում ամենահաճախ հանդիպող ախտաբանությունն է։,Գեստացիոն գերճնշումը հղիության ընթացքում ամենահաճախ հանդիպող ախտաբանությունն է։,Գեստացիոն գերճնշումը հղիության ընթացքում ամենահաճախ հանդիպող ախտաբանությունն է։,0.0,0.0,7.236,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108469.wav
Նա մեծ դժգոհությունների է հանդիպել իր կուրսընկեր տղաների կողմից։,Նա մեծ դժգոհությունների է հանդիպել իր կուրսընկեր տղաների կողմից։,Նա մեծ դժգոհությունների է հանդիպել իր կուրսընկեր տղաների կողմից։,0.0,0.0,5.652,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108470.wav
Մինչեւ հինգերորդ դասարանը աղջնակը լրջօրէն կը զբաղէր գեղարուեստական մարմնամարզութեամբ։,Մինչև հինգերորդ դասարանը աղջնակը լրջօրէն կը զբաղէր գեղարուեստական մարմնամարզութեամբ։,Մինչեւ հինգերորդ դասարանը աղջնակը լրջօրէն կը զբաղէր գեղարուեստական մարմնամարզութեամբ։,0.0,0.0,7.2,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108471.wav
Թանգարանի ցուցադրություններն այցելուներին գրավում են իրենց ինքնատիպ և նորարարական մոտեցումներով։,Թանգարանի ցուցադրություններն այցելուներին գրավում են իրենց ինքնատիպ և նորարարական մոտեցումներով։,Թանգարանի ցուցադրություններն այցելուներին գրավում են իրենց ինքնատիպ և նորարարական մոտեցումներով։,0.0,0.1,7.812,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108472.wav
Դեռահաս տարիքից սկսել է սովորել թատերական ստուդիայում։,Դեռահաս տարիքից սկսել է սովորել թատերական ստուդիայում։,Դեռահաս տարիքից սկսել է սովորել թատերական ստուդիայում։,0.0,0.0,4.608,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108488.wav
"Ընձյուղները մերկ են կամ մազմզուկապատ, անկյունավոր։","Ընձյուղները մերկ են կամ մազմզուկապատ, անկյունավոր։","Ընձյուղները մերկ են կամ մազմզուկապատ, անկյունավոր։",0.0,0.0,5.04,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108489.wav
"Ավելի վաղ տան մուտքի դարպասները եղել են փայտե, այժմ՝ չկան։","Ավելի վաղ տան մուտքի դարպասները եղել են փայտե, այժմ չկան։","Ավելի վաղ տան մուտքի դարպասները եղել են փայտե, այժմ՝ չկան։",0.0,0.1,5.76,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108490.wav
"Հատկանշական է, որ մրցանակի առաջադրման մասին ինքն իմացել էր ռադիոհեռարձակմամբ։","Հատկանշական է, որ մրցանակի առաջադրման մասին ինքն իմացել էր ռադիոհեռարձակմամբ։","Հատկանշական է, որ մրցանակի առաջադրման մասին ինքն իմացել էր ռադիոհեռարձակմամբ։",0.0,0.0,7.488,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108491.wav
Վոբանի տաղանդը արտահայտվում էր իրադրությունը և տեղանքը կատարյալ օգտագործելու մեջ։,Վոբանի տաղանդը արտահայտվում էր իրադրությունը և տեղանքը կատարյալ օգտագործելու մեջ։,Վոբանի տաղանդը արտահայտվում էր իրադրությունը և տեղանքը կատարյալ օգտագործելու մեջ։,0.0,0.1,7.092,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108492.wav
"Շենքն ունի մեկ հարկ, ինչպես նաև կիսանկուղային տարածք։","Շենքն ունի մեկ հարկ, ինչպես նաև կիսանկուղային տարածք։","Շենքն ունի մեկ հարկ, ինչպես նաև կիսանկուղային տարածք։",0.0,0.125,5.256,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108493.wav
"Բողբոջները և ընձյուղները մերկ են, հազվադեպ մազմզուկապատ։","Բողբոջները և ընձյուղները մերկ են, հազվադեպ՝ մազմզուկապատ։","Բողբոջները և ընձյուղները մերկ են, հազվադեպ մազմզուկապատ։",0.0,0.286,5.112,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108494.wav
Թանգարանում ցուցադրվում են նկարչի կողմից տարբեր ժամանակաշրջաններում ստեղծված աշխատանքները։,Թանգարանում ցուցադրվում են նկարչի կողմից տարբեր ժամանակաշրջաններում ստեղծված աշխատանքներով։,Թանգարանում ցուցադրվում են նկարչի կողմից տարբեր ժամանակաշրջաններում ստեղծված աշխատանքները։,0.0,0.111,7.2,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108500.wav
Այս իրադարձությունը նա նկարագրել է իր առաջին վեպում։,Այս իրադարձությունը նա նկարագրել է իր առաջին վեպում։,Այս իրադարձությունը նա նկարագրել է իր առաջին վեպում։,0.0,0.0,4.86,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108501.wav
Հնդկեղեգի ամենուրեք ունի լայն կիրառություն։,Հնդկեղեգի ամենուրեք ունի լայն կիրառություն։,Հնդկեղեգի ամենուրեք ունի լայն կիրառություն։,0.0,0.0,4.356,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108502.wav
Հանդիպում է արևից տաքացած ջրերում։,Հանդիպում է արևից տաքացած ջրերում։,Հանդիպում է արևից տաքացած ջրերում։,0.0,0.2,3.78,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108508.wav
Մեկ այլ դժվարություն է նատուրալիզմի և ռեալիզմի միջև տարբերությունների սուբյեկտիվբազմակի մեկնաբանումը։,Մեկ այլ դժվարություն է նատուրալիզմի և ռեալիզմի միջև տարբերությունների սուբյեկտիվ բազմակի մեկնաբանումը։,Մեկ այլ դժվարություն է նատուրալիզմի և ռեալիզմի միջև տարբերությունների սուբյեկտիվբազմակի մեկնաբանումը։,0.0,0.364,8.748,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108555.wav
Վերջիններիս չափերը տատանվում է ճաշի գդալի և թեյի գդալի միջակայքում։,Վերջիններիս չափերը տատանվում  է ճաշի գդալի և թեյի գդալի մջակայքում։,Վերջիններիս չափերը տատանվում է ճաշի գդալի և թեյի գդալի միջակայքում։,0.0,0.2,6.408,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108556.wav
"Բնադրում է գետնին, ճիմաթմբերի տակ կամ թփուտներում։",Բնադրում է գետնին ճիմաթմբերի տաք կամ թփուտներում։,"Բնադրում է գետնին, ճիմաթմբերի տակ կամ թփուտներում։",0.0,0.286,5.508,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108557.wav
Գործունեության շրջանակներում կազմակերպել է նաև վարպետության դասեր հայ ժամանակակից նկարիչների հետ։,Գործունեության շրջանակներում կազմակերպել է նաև վարպետության դասեր հայ ժամանակակից նկարիչների հետ։,Գործունեության շրջանակներում կազմակերպել է նաև վարպետության դասեր հայ ժամանակակից նկարիչների հետ։,0.0,0.091,7.992,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108558.wav
Մտցրել է ամբողջ ֆունկցիաների մի դաս։,Մտցրել է ամբողջ ֆունկցիաների մի դաս։,Մտցրել է ամբողջ ֆունկցիաների մի դաս։,0.0,0.0,3.78,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108572.wav
"Տունը հսկում են, որը մինչև գիշեր ոչ մի արդյունք չի տալիս։","Տունը հսկում են, որը մինչև գիշեր ոչ մի արդյունք չի տալիս։","Տունը հսկում են, որը մինչև գիշեր ոչ մի արդյունք չի տալիս։",0.0,0.091,4.896,D:\Capstone_Thesis\cv-corpus-17.0-2024-03-15\hy-AM\resampled_clips\common_voice_hy-AM_31108573.wav
